#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2021-01-27 15:10:25.011
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 4: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.346 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.717 V
#Current: 40 mA Readback: 20 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.334 V
#Current: -40 mA Readback: -8 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V),Channel 4 (V)
-4.096,0.8997085488172365,-0.5065486857577234,-0.03203722724012713
-4.0955,0.9317190733902554,-0.3793890248958298,-0.03203722724012713
-4.095,0.8997085488171006,-0.2310360872233123,-0.03203722724012713
-4.0945,0.7503261008096795,-0.1674562567923655,-0.03203722724012713
-4.094,0.5262524287985479,-0.1144730647665765,-0.03203722724012713
-4.0935,0.3341892813599013,-0.1144730647666055,-0.03203722724012713
-4.093,0.1634664836371343,-0.1992461720078678,-0.03203722724012713
-4.0925,0.1314559590641155,-0.3052125560594457,0.02087815981407037
-4.092,0.1314559590640281,-0.3687923864905564,0.03146123722496762
-4.0915,0.0674349099179905,-0.3793890248957141,0.03146123722496762
-4.091,0.01408403562957729,-0.3687923864905467,0.0208781598141185
-4.0905,-0.03926683865892325,-0.3264058328698096,-0.0002879950075893773
-4.09,-0.1352984123779797,-0.252229364033705,-0.01087107241842888
-4.0895,-0.6474668055467465,0.1928294489833272,-0.03203722724012713
-4.089,-1.405049220441525,0.8498210301031105,-0.03203722724012713
-4.0885,-2.130621110764634,1.326669758336243,-0.04262030465097626
-4.088,-2.493407055925843,1.273686566310405,-0.0637864594726745
-4.0875,-2.472066706210498,0.4895353243287286,-0.074369536883514
-4.087,-1.778505340460388,0.06566978812128911,-0.05320338206181575
-4.0865,-0.9889124009925911,0.03387987290581572,-0.04262030465097626
-4.086,-0.4447334832512713,0.1928294489831827,-0.04262030465097626
-4.0855,-0.1246282375201709,0.3941655786816819,-0.04262030465097626
-4.085,0.01408403562957729,0.5849050699745222,-0.04262030465097626
-4.0845,0.05676473506026904,0.7226613692415735,-0.05320338206181575
-4.084,0.0460945602025961,0.8286277532934213,-0.08495261429441126
-4.0835,0.01408403562957729,0.8816109453192104,-0.1272849239377692
-4.083,-0.02859666380115328,0.8922075837243778,-0.1272849239377692
-4.0825,-0.03926683865882621,0.8922075837243103,-0.1167018465269009
-4.082,-0.02859666380115328,0.8180311148882058,-0.09553569170522189
-4.0815,0.2061471830678648,0.5001319627331828,-0.07436953688352363
-4.081,0.7930068002398762,-0.1886495336020739,-0.06378645947268413
-4.0805,0.942389248247967,-0.8774310299385835,-0.05320338206182537
-4.08,0.857027849386506,-1.34368311976595,-0.03203722724012713
-4.0795,0.9103787236748707,-1.05757388282669,-0.02145414982928762
-4.079,0.9637295979633228,-0.7290780922659695,-0.03203722724012713
