#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2021-01-28 09:22:13.032
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 4: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.329 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.72 V
#Current: 40 mA Readback: 18 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.352 V
#Current: -40 mA Readback: -7 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V),Channel 4 (V)
-4.096,-0.007256314085787988,0.09745970333682032,-0.01087107241842888
-4.0955,0.1848068333523249,0.3411823866554496,-0.01087107241842888
-4.095,0.2808384070716724,0.4683420475177094,-0.021454149829278
-4.0945,0.3128489316446912,0.5001319627331828,-0.021454149829278
-4.094,0.2915085819293454,0.4683420475177094,-0.021454149829278
-4.0935,0.2915085819293454,0.4153588554917951,0.01029508240328862
-4.093,0.3128489316446912,0.3623756634660061,0.03146123722496762
-4.0925,0.3128489316446912,0.2352160026041126,0.02087815981412813
-4.092,0.2915085819293066,0.09745970333672394,0.02087815981410887
-4.0915,0.2701682322139607,-0.008506680714854012,0.01029508240326937
-4.091,0.1848068333524996,0.01268659609548085,-0.000287995007579752
-4.0905,-0.391382608963023,0.4895353243281214,-0.01087107241844813
-4.09,-1.116954499284783,0.6060983467848571,-0.03203722724012713
-4.0895,-1.437059745015262,-0.1144730647665284,-0.03203722724012713
-4.089,-1.543761493591991,-0.389985663300631,-0.03203722724012713
-4.0885,-1.223656247861609,-0.252229364033705,-0.021454149829278
-4.088,-0.6688071552621118,-0.1780528951975329,-0.021454149829278
-4.0875,-0.1993194615245025,-0.1144730647665862,-0.021454149829278
-4.087,0.1207857842065493,-0.05089323433547555,-0.021454149829278
-4.0865,0.2808384070716433,0.002089957690313421,-0.021454149829278
-4.086,0.334189281360008,0.06566978812126019,-0.021454149829278
-4.0855,0.3341892813600468,0.1398462569575478,-0.02145414982929725
-4.085,0.3235191065023739,0.2034260873884947,-0.04262030465097626
-4.0845,0.302178756787028,0.2776025562245992,-0.07436953688349476
-4.084,0.2808384070716336,0.3411823866557291,-0.08495261429436313
-4.0835,0.2701682322139607,0.4047622170866759,-0.07436953688352363
-4.083,0.2701682322139607,0.457745409112513,-0.0637864594726745
-4.0825,0.4942419042259754,0.2776025562240788,-0.05320338206181575
-4.082,1.241154144263081,-0.3687923864905467,-0.04262030465097626
-4.0815,1.347855892839907,-1.05757388282643,-0.04262030465097626
