#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2021-01-27 14:58:05.880
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 4: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.317 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.673 V
#Current: 40 mA Readback: 13 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.334 V
#Current: -40 mA Readback: -4 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V),Channel 4 (V)
-4.096,0.6009436528021226,-0.3475991096802118,-0.07436953688352363
-4.0955,1.038420821966713,-0.9939940523948374,-0.05320338206184462
-4.095,1.305175193409196,-1.492036057438256,-0.04262030465096663
-4.0945,1.326515543124542,-1.449649503817625,-0.03203722724012713
-4.094,1.177133095117121,-0.9092209451545773,-0.02145414982928762
-4.0935,0.9530594231053877,-0.2310360872229171,-0.03203722724012713
-4.093,0.6649647019482183,0.2670059178194992,-0.03203722724012713
-4.0925,0.398210330506395,0.5743084315690754,-0.03203722724012713
-4.092,0.1848068333523734,0.701468092431364,-0.03203722724012713
-4.0915,0.04609456020262521,0.701468092431364,-0.03203722724012713
-4.091,-0.02859666380115328,0.6484849004055269,-0.021454149829278
-4.0905,-0.01792648894347063,0.6378882620002727,0.03146123722496762
-4.09,-0.01792648894347063,0.5425185163538525,0.03146123722496762
-4.0895,-0.02859666380115328,0.3941655786815084,0.03146123722496762
-4.089,-0.06060718837417207,0.2246193641989837,0.01029508240328863
-4.0885,-0.09261771294724913,0.1186529801471552,-0.000287995007579752
-4.088,-0.2420001609548061,0.2034260873884947,-0.021454149829278
-4.0875,-0.7008176798347425,0.5849050699741752,-0.0320372272401175
-4.087,-1.223656247861949,0.8180311148879263,-0.04262030465099551
-4.0865,-1.597112367880501,0.5107286011383502,-0.0637864594726745
-4.086,-1.458400094730753,0.05507314971656496,-0.053203382061835
-4.0855,-0.9889124009921836,-0.2416327256286628,-0.05320338206181575
-4.085,-0.5407650569699201,-0.3793890248957141,-0.04262030465097626
-4.0845,-0.2313299860974049,-0.4005823017060298,-0.04262030465097626
-4.084,-0.04993701351646033,-0.3581957480853022,-0.04262030465098588
-4.0835,0.01408403562957729,-0.2734226408440398,-0.05320338206182537
-4.083,0.03542438534494258,-0.1780528951975329,-0.04262030465097626
-4.0825,0.01408403562956759,-0.0720865111457526,-0.05320338206188312
-4.082,0.00341386077189465,0.04447651131098315,-0.1167018465269201
-4.0815,-0.01792648894347063,0.1292496185523226,-0.1378680013486184
-4.081,-0.007256314085797692,0.1504428953626382,-0.1378680013486184
-4.0805,0.01408403562957729,0.2034260873884947,-0.1167018465269201
-4.08,0.04609456020262521,0.2352160026039969,-0.09553569170522189
-4.0795,0.3768699807904863,0.01268659609568323,-0.07436953688354288
-4.079,0.8570278493865934,-0.5383386009736882,-0.06378645947266487
-4.0785,0.9530594231056497,-1.046977244421262,-0.05320338206182537
-4.078,0.9423892482479767,-1.354279758170838,-0.03203722724014638
-4.0775,0.9637295979632743,-1.121153713256972,-0.0320372272401175
-4.077,0.8997085488172365,-0.6125150698093976,-0.021454149829278
-4.0765,0.7289857510944695,-0.02969995752571886,-0.0320372272401175
-4.076,0.4835717293674194,0.457745409112754,-0.03203722724012713
-4.0755,0.2701682322139607,0.7226613692416989,-0.03203722724012713
-4.075,0.09944543449103843,0.7862411996727035,-0.03203722724012713
-4.0745,0.003413860771904355,0.7226613692416314,-0.04262030465092813
-4.074,0.01408403562957729,0.6484849004055269,0.01029508240326937
-4.0735,0.05676473506030786,0.5743084315693548,0.03146123722496762
-4.073,0.04609456020263492,0.4577454091126191,0.02087815981412813
-4.0725,0.01408403562957729,0.309392471440169,0.0208781598141185
-4.072,-0.02859666380115328,0.1504428953626575,-0.000287995007579752
-4.0715,-0.1352984123778826,0.09745970333686851,-0.01087107241841925
-4.071,-0.6581369804049725,0.4365521323026408,-0.03203722724013675
-4.0705,-1.255666772434657,0.9451907757502149,-0.04262030465097626
