#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2021-02-03 13:57:30.942
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.346 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.717 V
#Current: 40 mA Readback: 23 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.334 V
#Current: -40 mA Readback: -9 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-4.096,1.283834843693812,-0.04029659593035631
-4.0955,1.187803269974755,0.1822328105779574
-4.095,0.7609962756665277,0.5849050699748788
-4.0945,-0.156638762093345,0.9769806909657173
-4.094,-1.063603624995545,1.220703374284346
-4.0935,-1.810515865034387,1.305476481525888
-4.093,-2.066600061618538,1.284283204715573
-4.0925,-1.906547438753444,0.9557874141556811
-4.092,-1.063603624995681,0.1398462569567479
-4.0915,-0.3060212101009019,-0.6760949002404023
-4.091,0.2168173579255475,-1.227120097309109
-4.0905,0.5049120790830857,-1.502632695843491
-4.09,0.6222840025174878,-1.534422611058964
-4.0895,0.6436243522328531,-1.417859588602123
-4.089,0.5902734779444884,-1.131750351662862
-4.0885,0.4729015545099309,-0.6443049850249
-4.088,0.408880505363835,-0.2310360872233701
-4.0875,0.3448594562177974,0.2034260873880995
-4.087,0.05676473505969648,0.5955017083800462
-4.0865,-0.6154562809736985,0.9875773293708847
-4.086,-1.319687821580112,1.273686566310145
-4.0855,-1.895877263895538,1.432636142387734
-4.085,-1.810515865034154,1.231300012689736
-4.0845,-0.9248913518473006,0.5531151547596368
-4.084,-0.1139580626621001,-0.1462629799824451
-4.0835,0.4515612047945656,-0.6019184314042303
-4.083,0.8143471499557753,-0.8138511995075789
-4.0825,1.027750647109457,-0.7926579226970031
-4.082,1.059761171682476,-0.5277419625680583
-4.0815,0.9103787236749192,-0.2098428104130352
-4.081,0.8783681991019003,-0.09327978795629949
-4.0805,0.9957401225363802,-0.1780528951975329
-4.08,1.070431346540159,-0.1462629799820306
-4.0795,1.091771696255505,0.04447651131080968
-4.079,1.038420821966645,0.2140227257939127
-4.0785,0.5262524287983441,0.4895353243280153
-4.078,-0.3913826089615285,0.871014306913696
-4.0775,-1.234326422719913,1.146526905448512
-4.077,-1.917217613610981,1.273686566310405
-4.0765,-2.077270236476075,1.294879843120721
-4.076,-1.991908837614061,1.104140351827052
-4.0755,-1.223656247861609,0.3623756634660061
-4.075,-0.423393133535411,-0.4853554089473885
-4.0745,0.1527963087797428,-1.110557074852575
-4.074,0.4729015545099309,-1.449649503817625
-4.0735,0.6222840025174878,-1.545019249464132
-4.073,0.6436243522328337,-1.460246142222869
-4.0725,0.6329541773751706,-1.205926820498774
-4.072,0.5902734779444399,-0.8562377531282487
-4.0715,0.5369226036560751,-0.4853554089477258
-4.071,0.4835717293674388,-0.1144730647661621
-4.0705,0.291508581929326,0.2881991946298341
-4.07,-0.3700422592463962,0.754451284456777
-4.0695,-1.106284324427682,1.125333628638283
-4.069,-1.746494815888059,1.369056311956912
-4.0685,-1.735824641030376,1.220703374284568
-4.068,-0.9142211769880749,0.5001319627326432
-4.0675,-0.1032878878049318,-0.09327978795619347
-4.067,0.4835717293676135,-0.4641621321370536
-4.0665,0.7930068002404974,-0.5807251545938761
-4.066,0.8890383739595538,-0.5595318777835605
-4.0655,0.9103787236749192,-0.4217755785163839
-4.065,0.9210488985325921,-0.3264058328699637
-4.0645,0.9957401225363802,-0.4217755785163839
-4.064,1.102441871113207,-0.3370024712750445
-4.0635,1.134452395686226,-0.2628260024389398
-4.063,1.134452395686245,-0.2946159176543554
-4.0625,1.123782220828572,-0.2734226408440398
-4.062,0.8570278493867487,0.04447651131069402
-4.0615,0.07810508477484826,0.5637117931645729
-4.061,-0.8288597781273515,0.9875773293708847
-4.0605,-1.607782542738184,1.220703374284568
-4.06,-2.055929886760865,1.294879843120692
-4.0595,-2.066600061618538,1.241896651094903
-4.059,-1.639793067311232,0.701468092431364
-4.0585,-0.7434983792667054,-0.1780528951967331
-4.058,-0.07127736323188383,-0.9092209451540858
-4.0575,0.3555296310754218,-1.364876396576285
-4.057,0.5796033030865535,-1.555615887869126
-4.0565,0.6436243522328531,-1.545019249464132
-4.056,0.6436243522328531,-1.375473034981453
-4.0555,0.6116138276598342,-1.068170521231877
-4.055,0.5689331282290552,-0.7926579226970609
-4.0545,0.5475927785137094,-0.5913217929990628
-4.054,0.4088805053639611,-0.1886495336030666
-4.0535,-0.07127736323256315,0.2987958330354642
-4.053,-0.8181896032696687,0.8074344764830383
-4.0525,-1.522421143876723,1.178316820663898
-4.052,-1.981238662756591,1.390249588766977
-4.0515,-1.447729919872945,1.093543713422559
-4.051,-0.5621054066852853,0.4047622170866759
-4.0505,0.1421261339211285,-0.1568596183866873
-4.05,0.5796033030867573,-0.4323722169215513
-4.0495,0.8143471499557753,-0.5065486857577234
-4.049,0.8997085488171589,-0.4641621321370921
-4.0485,0.8997085488171783,-0.3899856633010165
-4.048,0.8356874996711408,-0.5383386009732256
-4.0475,0.9317190733901971,-0.5489352393783834
-4.047,1.113112045971044,-0.4853554089471476
