#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2021-01-27 15:07:33.379
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 4: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.331 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.717 V
#Current: 40 mA Readback: 7 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.334 V
#Current: -40 mA Readback: -13 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V),Channel 4 (V)
-4.096,0.9637295979633325,-0.9622041371799229,-0.03203722724012713
-4.0955,0.857027849386603,-0.6231117082148735,-0.03203722724012713
-4.095,0.6436243522326202,-0.3475991096800673,-0.03203722724012713
-4.0945,0.3875401556484697,-0.1886495336027004,-0.03203722724012713
-4.094,0.1848068333526839,-0.1462629799820692,-0.04262030465096663
-4.0935,0.05676473506034668,-0.1462629799820885,-0.03203722724008862
-4.093,0.09944543449103843,-0.2098428104130352,0.01029508240326937
-4.0925,0.1421261339217302,-0.2522293640336665,0.01029508240326937
-4.092,0.09944543449098991,-0.2310360872233219,0.01029508240325975
-4.0915,0.04609456020262521,-0.1780528951975329,-0.000287995007579752
-4.091,-0.007256314085787988,-0.1356663415768632,-0.01087107241842888
-4.0905,-0.1993194615246481,-0.05089323433520571,-0.03203722724013675
-4.09,-0.8288597781273515,0.2987958330350016,-0.04262030465097626
-4.0895,-1.479740444445993,0.7226613692416989,-0.04262030465097626
-4.089,-2.066600061618004,0.9134008605345392,-0.05320338206181575
-4.0885,-2.3973754822067,0.5107286011383502,-0.07436953688352363
-4.088,-1.778505340461106,0.13984625695749,-0.05320338206182537
-4.0875,-1.052933450139347,0.05507314971622769,-0.04262030465098588
-4.087,-0.5087545323965615,0.1186529801472516,-0.04262030465097626
-4.0865,-0.1673089369510276,0.2246193641988295,-0.04262030465097626
