#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151A2B84A
#Date Time: 2020-11-24 12:45:54.169
#Sample rate: 2000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Fixed Supply: ON
#Voltage: 3.3 V Readback: 3.331 V
#Positive Supply: ON
#Voltage: 3.7 V Readback: 3.71 V
#Current: 40 mA Readback: 21 mA
#Negative Supply: ON
#Voltage: -3.7 V Readback: -3.45 V
#Current: -40 mA Readback: -4 mA
#Reference 1: ON
#Voltage: 0 V
#Reference 2: ON
#Voltage: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-4.096,1.56125938999356,-0.8244478379127463
-4.0955,1.294505018551737,-0.6231117082147482
-4.095,0.8783681991015122,-0.601918431404317
-4.0945,0.4835717293676135,-0.6972881770507372
-4.094,0.2168173579257901,-0.7608680074816839
-4.0935,-0.08194753808979939,-0.8350444763178656
-4.093,-0.3380317346739499,-0.7820612842920766
-4.0925,-0.3380317346739499,-0.5277419625682895
-4.092,-0.274010685527757,-0.2416327256283641
-4.0915,-0.1673089369510276,-0.05089323433552374
-4.091,-0.1032878878049318,0.1080563417419877
-4.0905,-0.4127229586782718,0.2987958330350401
-4.09,-1.010252750707956,0.3411823866556712
-4.0895,-1.351698346153801,-0.2098428104130352
-4.089,-1.319687821580782,-0.6443049850245048
-4.0885,-1.607782542738184,-0.9198175835592532
-4.088,-2.07727023647622,-1.046977244421262
-4.0875,-2.045259711903202,-0.9622041371800001
-4.087,-1.383708870726257,-0.4959520473518235
-4.0865,-0.7328282044082075,0.309392471440169
-4.086,-0.2740106855282713,1.093543713421846
-4.0855,0.003413860772011104,1.655165548896645
-4.085,0.1314559590640864,1.888291593810116
-4.0845,0.184806833352451,1.951871424241063
-4.084,0.2381577076408934,1.973064701051388
-4.0835,0.2168173579255475,1.898888232215284
-4.083,0.2274875327832301,1.79292184816361
-4.0825,0.3448594562181079,1.400846227171624
-4.082,0.7503261008096795,0.5319218779486851
-4.0815,1.102441871113207,-0.4217755785163839
-4.081,1.315845368266665,-1.142346990067114
-4.0805,1.539919040278195,-1.42845622700729
-4.08,1.678631313428069,-1.121153713257435
-4.0795,1.667961138570396,-0.7184814538614381
-4.079,1.454557641416365,-0.5277419625680198
-4.0785,1.049090996824793,-0.4853554089473885
-4.078,0.6436243522332219,-0.5383386009731774
-4.0775,0.3235191065021409,-0.6019184314042785
-4.077,0.0674349099179905,-0.6549016234300674
-4.0765,-0.3060212101005623,-0.7396747306713298
-4.076,-0.412722958677641,-0.5913217929989086
-4.0755,-0.3166913849585846,-0.4217755785163839
-4.075,-0.2099896363817582,-0.2204394488182027
-4.0745,-0.1352984123781253,-0.04029659593023102
-4.074,-0.2953510352432193,0.09745970333682032
-4.0735,-0.9569018764195432,0.6484849004055269
-4.073,-1.533091318733882,0.9663840525602607
-4.0725,-1.906547438753298,0.4683420475176805
-4.072,-2.408045657064382,-0.2098428104130352
-4.0715,-2.568098279929476,-0.792657922696714
-4.071,-2.568098279929166,-1.068170521231578
-4.0705,-2.066600061618538,-1.046977244421262
-4.07,-1.148965023858665,-0.6654982618355818
-4.0695,-0.4980843575388207,0.08686306493241425
-4.069,-0.09261771294724913,0.92399749893988
-4.0685,0.1101156093487211,1.580989080060261
-4.068,0.1741366584948363,1.994257977861984
-4.0675,0.1954770082101822,2.20619074596514
-4.067,0.2381577076409128,2.20619074596514
-4.0665,0.3235191065024127,2.015451254671615
-4.066,0.3661998059331045,1.453829419198252
-4.0655,0.6222840025174878,1.072350436612224
-4.065,0.9957401225360405,0.5425185163543343
-4.0645,1.294505018551494,-0.2840192792492073
-4.064,1.443887466559051,-0.9939940523954253
-4.0635,1.721312012858548,-1.481439419032684
-4.063,1.870694460866231,-1.322489842955249
-4.0625,1.731982187716482,-0.9198175835592532
-4.062,1.326515543124911,-0.6337083466199928
-4.0615,0.8250173248130892,-0.4959520473524981
-4.061,0.4195506802215176,-0.4323722169215513
-4.0605,0.1741366584948169,-0.4641621321370536
-4.06,-0.1673089369511732,-0.6549016234300385
-4.0595,-0.3273615598162672,-0.6231117082145651
-4.059,-0.2953510352432193,-0.3793890248957141
-4.0585,-0.1993194615241629,-0.1250697031719271
-4.058,-0.124628237520297,0.07626642652648545
-4.0575,-0.1032878878049318,0.2564092794143318
-4.057,-0.5087545323965033,0.6378882620000125
-4.0565,-1.010252750707956,0.3941655786815084
-4.056,-1.319687821580753,-0.2416327256285375
-4.0555,-1.629122892453268,-0.686691538645165
-4.055,-2.141291285622685,-1.015187329205895
-4.0545,-2.546757930214257,-1.163540266878104
-4.054,-2.173301810195704,-1.015187329205895
-4.0535,-1.309017646722459,-0.3687923864897854
-4.053,-0.6367966306890638,0.4683420475176805
-4.0525,-0.1779791118087102,1.157123543853563
-4.052,0.06743490991807785,1.602182356870769
-4.0515,0.1634664836371343,1.79292184816361
-4.051,0.2168173579255475,1.898888232215284
-4.0505,0.2381577076408934,1.930678147430757
-4.05,0.2168173579255475,1.856501678594614
-4.0495,0.2061471830678648,1.761131932948107
-4.049,0.4195506802213236,1.50681261122432
-4.0485,0.9530594231058341,0.7544512844563048
-4.048,1.15579274540162,-0.2310360872233701
-4.0475,1.262494493978349,-0.8668343915328379
-4.047,1.667961138570619,-1.004590690800448
-4.0465,1.92404533515477,-0.8456411147230812
-4.046,1.881364635724078,-0.6337083466199253
-4.0455,1.529248865420056,-0.5277419625680294
-4.045,1.027750647109428,-0.4959520473525559
-4.0445,0.5689331282290746,-0.5807251545938954
-4.044,0.259498057356084,-0.6972881770508239
-4.0435,0.04609456020262521,-0.792657922697244
-4.043,-0.07127736323188383,-0.7078848154559045
-4.0425,-0.1032878878049026,-0.4959520473527487
-4.042,-0.09261771294724913,-0.252229364033705
-4.0415,-0.08194753808956648,-0.06148987274069118
-4.041,-0.08194753808956648,0.1080563417418335
-4.0405,-0.3700422592475218,0.5743084315695284
-4.04,-0.9462317015618604,0.7650479228623686
-4.0395,-1.23432642271903,0.171636172173532
-4.039,-1.490410619304122,-0.5489352393788267
-4.0385,-1.981238662757077,-1.025783967610927
-4.038,-2.482736881067705,-1.184733543688295
-4.0375,-2.312014083344453,-1.099960436446801
-4.037,-1.447729919872945,-0.7714646458869092
-4.0365,-0.7328282044082075,-0.1356663415768632
-4.036,-0.2420001609545538,0.701468092432
-4.0355,0.03542438534494258,1.400846227172415
-4.035,0.1527963087794516,1.835308401784279
-4.0345,0.2061471830678163,2.079031085102909
-4.034,0.2381577076409128,2.227384022775475
-4.0335,0.2274875327832301,2.20619074596514
-4.033,0.2274875327832301,2.057837808292931
-4.0325,0.3235191065027426,1.633972272085269
-4.032,0.7289857510943143,0.7226613692416989
-4.0315,1.134452395685886,-0.2946159176534494
-4.031,1.209143619690198,-1.110557074852836
-4.0305,1.390536592270638,-1.735758740757146
-4.03,1.657290963712461,-1.788741932782935
-4.0295,1.721312012858586,-1.311893204550111
-4.029,1.486568165989782,-0.9410108603695881
-4.0285,1.059761171682476,-0.7290780922662394
-4.028,0.6009436528018217,-0.6549016234301156
-4.0275,0.2701682322139607,-0.7078848154559045
-4.027,0.04609456020262521,-0.7502713690765743
-4.0265,-0.2846808603852358,-0.8244478379126788
-4.026,-0.3487019095316325,-0.7078848154559045
-4.0255,-0.274010685527854,-0.4959520473525559
-4.025,-0.1673089369511246,-0.2840192792494001
